¾²Ï¢,Õý,ÖÐ,
20250526,16:39:40,183.6,
20250526,16:39:41,183.6,
20250526,16:39:41,183.6,
20250526,16:39:41,183.6,
20250526,16:39:41,183.6,
20250526,16:39:42,183.6,
20250526,16:39:42,183.6,
20250526,16:39:42,183.6,
20250526,16:39:43,183.6,
20250526,16:39:43,183.6,
20250526,16:39:43,183.6,
20250526,16:39:43,183.6,
20250526,16:39:44,183.6,
20250526,16:39:44,183.6,
20250526,16:39:44,183.6,
20250526,16:39:44,183.6,
20250526,16:39:45,183.6,
20250526,16:39:45,183.6,
20250526,16:39:45,183.6,
20250526,16:39:46,183.6,
20250526,16:39:46,183.6,
20250526,16:39:46,183.6,
20250526,16:39:46,183.6,
20250526,16:39:47,183.6,
20250526,16:39:47,183.6,
20250526,16:39:47,183.6,
20250526,16:39:48,183.6,
20250526,16:39:48,183.6,
20250526,16:39:48,183.6,
20250526,16:39:48,183.6,
20250526,16:39:49,183.6,
20250526,16:39:49,183.6,
20250526,16:39:49,183.6,
20250526,16:39:49,183.6,
20250526,16:39:50,183.6,
20250526,16:39:50,183.6,
20250526,16:39:50,183.6,
20250526,16:39:51,183.6,
20250526,16:39:51,183.6,
20250526,16:39:51,183.6,
20250526,16:39:51,183.6,
20250526,16:39:52,183.6,
20250526,16:39:52,183.6,
20250526,16:39:52,183.6,
20250526,16:39:53,183.6,
20250526,16:39:53,183.6,
20250526,16:39:53,183.6,
20250526,16:39:53,183.6,
20250526,16:39:54,183.6,
20250526,16:39:54,183.6,
20250526,16:39:54,183.6,
20250526,16:39:54,183.6,
20250526,16:39:55,183.6,
20250526,16:39:55,183.6,
20250526,16:39:55,183.6,
20250526,16:39:56,183.6,
20250526,16:39:56,183.6,
20250526,16:39:56,183.6,
20250526,16:39:56,183.6,
20250526,16:39:57,183.6,
20250526,16:39:57,183.6,
20250526,16:39:57,183.6,
20250526,16:39:57,183.6,
20250526,16:39:58,183.6,
20250526,16:39:58,183.6,
20250526,16:39:58,183.6,
20250526,16:39:59,183.6,
20250526,16:39:59,183.6,
20250526,16:39:59,183.6,
20250526,16:39:59,183.6,
20250526,16:40:00,183.6,
20250526,16:40:00,183.6,
20250526,16:40:00,183.6,
20250526,16:40:01,183.6,
20250526,16:40:01,183.6,
20250526,16:40:01,183.6,
20250526,16:40:01,183.6,
20250526,16:40:02,183.6,
20250526,16:40:02,183.6,
20250526,16:40:02,183.6,
20250526,16:40:02,183.6,
20250526,16:40:03,183.6,
20250526,16:40:03,183.6,
20250526,16:40:03,183.6,
20250526,16:40:04,183.6,
20250526,16:40:04,183.6,
20250526,16:40:04,183.6,
20250526,16:40:04,183.6,
20250526,16:40:05,183.6,
20250526,16:40:05,183.6,
20250526,16:40:05,183.6,
20250526,16:40:06,183.6,
20250526,16:40:06,183.6,
20250526,16:40:06,183.6,
20250526,16:40:06,183.6,
20250526,16:40:07,183.6,
20250526,16:40:07,183.6,
20250526,16:40:07,183.6,
20250526,16:40:07,183.6,
20250526,16:40:08,183.6,
20250526,16:40:08,183.6,
20250526,16:40:08,183.6,
20250526,16:40:09,183.6,
20250526,16:40:09,183.6,
20250526,16:40:09,183.6,
20250526,16:40:09,183.6,
20250526,16:40:10,183.6,
20250526,16:40:10,183.6,
20250526,16:40:10,183.6,
20250526,16:40:11,183.6,
20250526,16:40:11,183.6,
20250526,16:40:11,183.6,
20250526,16:40:11,183.6,
20250526,16:40:12,183.6,
20250526,16:40:12,183.6,
20250526,16:40:12,183.6,
20250526,16:40:12,183.6,
20250526,16:40:13,183.6,
20250526,16:40:13,183.6,
20250526,16:40:13,183.6,
20250526,16:40:14,183.6,
20250526,16:40:14,183.6,
20250526,16:40:14,183.6,
20250526,16:40:14,183.6,
20250526,16:40:15,183.6,
20250526,16:40:15,183.6,
20250526,16:40:15,183.6,
20250526,16:40:15,183.6,
20250526,16:40:16,183.6,
20250526,16:40:16,183.6,
20250526,16:40:16,183.6,
20250526,16:40:17,183.6,
20250526,16:40:17,183.6,
20250526,16:40:17,183.6,
20250526,16:40:17,183.6,
20250526,16:40:18,183.6,
20250526,16:40:18,183.6,
20250526,16:40:18,183.6,
20250526,16:40:19,183.6,
20250526,16:40:19,183.6,
20250526,16:40:19,183.6,
20250526,16:40:19,183.6,
20250526,16:40:20,183.6,
20250526,16:40:20,183.6,
20250526,16:40:20,183.6,
20250526,16:40:20,183.6,
20250526,16:40:21,183.6,
20250526,16:40:21,183.6,
20250526,16:40:21,183.6,
20250526,16:40:22,183.6,
20250526,16:40:22,183.6,
20250526,16:40:22,183.6,
20250526,16:40:22,183.6,
20250526,16:40:23,183.6,
20250526,16:40:23,183.6,
20250526,16:40:23,183.6,
20250526,16:40:24,183.6,
20250526,16:40:24,183.6,
20250526,16:40:24,183.6,
20250526,16:40:24,183.6,
20250526,16:40:25,183.6,
20250526,16:40:25,183.6,
20250526,16:40:25,183.6,
20250526,16:40:25,183.6,
20250526,16:40:26,183.6,
20250526,16:40:26,183.6,
20250526,16:40:26,183.6,
20250526,16:40:27,183.6,
20250526,16:40:27,183.6,
20250526,16:40:27,183.6,
20250526,16:40:27,183.6,
20250526,16:40:28,183.6,
20250526,16:40:28,183.6,
20250526,16:40:28,183.6,
20250526,16:40:29,183.6,
20250526,16:40:29,183.6,
20250526,16:40:29,183.6,
20250526,16:40:29,183.6,
20250526,16:40:30,183.6,
20250526,16:40:30,183.6,
20250526,16:40:30,183.6,
20250526,16:40:30,183.6,
20250526,16:40:31,183.6,
20250526,16:40:31,183.6,
20250526,16:40:31,183.6,
20250526,16:40:32,183.6,
20250526,16:40:32,183.6,
20250526,16:40:32,183.6,
20250526,16:40:32,183.6,
20250526,16:40:33,183.6,
20250526,16:40:33,183.6,
20250526,16:40:33,183.6,
20250526,16:40:33,183.6,
20250526,16:40:34,183.6,
20250526,16:40:34,183.6,
20250526,16:40:34,183.6,
20250526,16:40:35,183.6,
20250526,16:40:35,183.6,
20250526,16:40:35,183.6,
20250526,16:40:35,183.6,
20250526,16:40:36,183.6,
20250526,16:40:36,183.6,
20250526,16:40:36,183.6,
20250526,16:40:37,183.6,
20250526,16:40:37,183.6,
20250526,16:40:37,183.6,
20250526,16:40:37,183.6,
20250526,16:40:38,113.6,
20250526,16:40:38,17.6,
20250526,16:40:38,18.8,
20250526,16:40:38,19.6,
20250526,16:40:39,20.7,
20250526,16:40:39,21.7,
20250526,16:40:39,22.2,
20250526,16:40:40,22.8,
20250526,16:40:40,4.3,
20250526,16:40:40,-4,
20250526,16:40:40,-4.8,
20250526,16:40:41,-5.1,
20250526,16:40:41,-5.2,
20250526,16:40:41,-5.4,
20250526,16:40:42,-5.5,
20250526,16:40:42,-5.3,
20250526,16:40:42,-5.4,
20250526,16:40:42,-5.4,
20250526,16:40:43,-5.6,
20250526,16:40:43,-5.5,
20250526,16:40:43,-5.5,
20250526,16:40:43,-5.4,
20250526,16:40:44,-5.3,
20250526,16:40:44,-5.2,
20250526,16:40:44,-5.3,
20250526,16:40:45,-5.2,
20250526,16:40:45,-5.3,
20250526,16:40:45,-5.3,
20250526,16:40:45,-5.2,
20250526,16:40:46,-5.1,
20250526,16:40:46,-5.1,
20250526,16:40:46,-5.3,
20250526,16:40:46,-5.5,
20250526,16:40:47,-5.4,
20250526,16:40:47,-5.7,
20250526,16:40:47,-5.7,
20250526,16:40:48,-5.6,
20250526,16:40:48,-5.7,
20250526,16:40:48,-5.7,
20250526,16:40:48,-5.8,
20250526,16:40:49,-5.7,
20250526,16:40:49,-5.7,
20250526,16:40:49,-5.6,
20250526,16:40:50,-5.7,
20250526,16:40:50,-5.8,
20250526,16:40:50,-5.8,
20250526,16:40:50,-5.9,
20250526,16:40:51,-5.9,
20250526,16:40:51,-5.9,
20250526,16:40:51,-5.9,
20250526,16:40:51,-5.9,
20250526,16:40:52,-5.9,
20250526,16:40:52,-5.8,
20250526,16:40:52,-5.9,
20250526,16:40:53,-6,
20250526,16:40:53,-6,
20250526,16:40:53,-5.7,
20250526,16:40:53,-4.9,
20250526,16:40:54,-3.9,
20250526,16:40:54,-3.2,
20250526,16:40:54,-2.9,
20250526,16:40:54,-2.4,
20250526,16:40:55,-1.1,
20250526,16:40:55,-0.8,
20250526,16:40:55,-1.4,
20250526,16:40:56,-1.7,
20250526,16:40:56,-2.2,
20250526,16:40:56,-3.2,
20250526,16:40:56,-4.3,
20250526,16:40:57,-5.4,
20250526,16:40:57,-6,
20250526,16:40:57,-6.2,
20250526,16:40:58,-6.2,
20250526,16:40:58,-6.1,
20250526,16:40:58,-5.9,
20250526,16:40:58,-5.7,
20250526,16:40:59,-5.6,
20250526,16:40:59,-5.6,
20250526,16:40:59,-5.5,
20250526,16:40:59,-5.7,
20250526,16:41:00,-6,
20250526,16:41:00,-5.9,
20250526,16:41:00,-4.6,
20250526,16:41:01,-1.4,
20250526,16:41:01,-0.9,
20250526,16:41:01,2.7,
20250526,16:41:01,4.1,
20250526,16:41:02,2.7,
20250526,16:41:02,0.5,
20250526,16:41:02,1.4,
20250526,16:41:02,1,
20250526,16:41:03,1.1,
20250526,16:41:03,0.4,
20250526,16:41:03,-0.3,
20250526,16:41:04,-3.8,
20250526,16:41:04,-5.6,
20250526,16:41:04,-5.6,
20250526,16:41:04,-5.5,
20250526,16:41:05,-5.4,
20250526,16:41:05,-5,
20250526,16:41:05,-4.8,
20250526,16:41:05,-4.6,
20250526,16:41:06,-4.4,
20250526,16:41:06,-4.3,
20250526,16:41:06,-4,
20250526,16:41:07,-3.8,
20250526,16:41:07,-2.9,
20250526,16:41:07,-2.6,
20250526,16:41:07,-2.5,
20250526,16:41:08,-2.2,
20250526,16:41:08,-2,
20250526,16:41:08,-1.8,
20250526,16:41:09,-1.7,
20250526,16:41:09,-1.5,
20250526,16:41:09,-1.2,
20250526,16:41:09,-1,
20250526,16:41:10,-0.9,
20250526,16:41:10,-0.6,
20250526,16:41:10,-0.4,
20250526,16:41:10,-0.2,
20250526,16:41:11,0,
20250526,16:41:11,0.3,
20250526,16:41:11,0.4,
20250526,16:41:12,0.8,
20250526,16:41:12,1,
20250526,16:41:12,1,
20250526,16:41:12,1.2,
20250526,16:41:13,1.3,
20250526,16:41:13,1.5,
20250526,16:41:13,-2.2,
20250526,16:41:13,-2.8,
20250526,16:41:14,-2.8,
20250526,16:41:14,-2.8,
20250526,16:41:14,-2.8,
20250526,16:41:15,-2.8,
20250526,16:41:15,-2.9,
20250526,16:41:15,-3,
20250526,16:41:15,-3.3,
20250526,16:41:16,-3.5,
20250526,16:41:16,-3.6,
20250526,16:41:16,-3.9,
20250526,16:41:17,-4.1,
20250526,16:41:17,-4.3,
20250526,16:41:17,-4.3,
20250526,16:41:17,-4.2,
20250526,16:41:18,-4.1,
20250526,16:41:18,-4.1,
20250526,16:41:18,-3.7,
20250526,16:41:18,-3.4,
20250526,16:41:19,-3.3,
20250526,16:41:19,-3.1,
20250526,16:41:19,-2.8,
20250526,16:41:20,-2.7,
20250526,16:41:20,-2.6,
20250526,16:41:20,-2.5,
20250526,16:41:20,-2,
20250526,16:41:21,-1.7,
20250526,16:41:21,-1.4,
20250526,16:41:21,-0.8,
20250526,16:41:21,-0.5,
20250526,16:41:22,0.1,
20250526,16:41:22,0.9,
20250526,16:41:22,1.5,
20250526,16:41:23,1.7,
20250526,16:41:23,2.4,
20250526,16:41:23,3,
20250526,16:41:23,3.7,
20250526,16:41:24,4.1,
20250526,16:41:24,4.3,
20250526,16:41:24,4.4,
20250526,16:41:25,4.6,
20250526,16:41:25,4.8,
20250526,16:41:25,4.9,
20250526,16:41:25,4.9,
20250526,16:41:26,5,
20250526,16:41:26,4.9,
20250526,16:41:26,5,
20250526,16:41:26,5.1,
20250526,16:41:27,5.2,
20250526,16:41:27,5.4,
20250526,16:41:27,5.4,
20250526,16:41:28,5.7,
20250526,16:41:28,5.8,
20250526,16:41:28,5.7,
20250526,16:41:28,5.4,
20250526,16:41:29,5.3,
20250526,16:41:29,5.1,
20250526,16:41:29,5.8,
20250526,16:41:29,6.2,
20250526,16:41:30,6.3,
20250526,16:41:30,6.2,
20250526,16:41:30,6.3,
20250526,16:41:31,6.6,
20250526,16:41:31,6.8,
20250526,16:41:31,7.1,
20250526,16:41:31,7.4,
20250526,16:41:32,7.4,
20250526,16:41:32,7.7,
20250526,16:41:32,7.8,
20250526,16:41:32,7.9,
20250526,16:41:33,7.9,
20250526,16:41:33,8.1,
20250526,16:41:33,8.3,
20250526,16:41:34,8.5,
20250526,16:41:34,8.5,
20250526,16:41:34,8.8,
20250526,16:41:34,9,
20250526,16:41:35,9.2,
20250526,16:41:35,9.7,
20250526,16:41:35,10.1,
20250526,16:41:35,10.2,
20250526,16:41:36,9.4,
20250526,16:41:36,9.6,
20250526,16:41:36,11,
20250526,16:41:37,13,
20250526,16:41:37,13.4,
20250526,16:41:37,16.2,
20250526,16:41:37,16.6,
20250526,16:41:38,10.7,
20250526,16:41:38,-5.7,
20250526,16:41:38,-7.9,
20250526,16:41:39,-8.4,
20250526,16:41:39,-8.2,
20250526,16:41:39,-7.7,
20250526,16:41:39,-8.2,
20250526,16:41:40,-8.6,
20250526,16:41:40,-9.3,
20250526,16:41:40,-9.9,
20250526,16:41:40,-9.3,
20250526,16:41:41,-8.8,
20250526,16:41:41,-7.5,
20250526,16:41:41,-5.8,
20250526,16:41:42,-4.8,
20250526,16:41:42,-3.9,
20250526,16:41:42,-3.2,
20250526,16:41:42,-3.2,
20250526,16:41:43,-3,
20250526,16:41:43,-2.5,
20250526,16:41:43,-2,
20250526,16:41:43,-1.5,
20250526,16:41:44,-1.6,
20250526,16:41:44,-1.7,
20250526,16:41:44,-1.5,
20250526,16:41:45,-1.6,
20250526,16:41:45,-2,
20250526,16:41:45,-2.7,
20250526,16:41:45,-3.2,
20250526,16:41:46,-3,
20250526,16:41:46,-2.5,
20250526,16:41:46,-2.2,
20250526,16:41:47,-2.1,
20250526,16:41:47,-2,
20250526,16:41:47,-1.9,
20250526,16:41:47,-2,
20250526,16:41:48,-1.8,
20250526,16:41:48,-1.7,
20250526,16:41:48,-1.5,
20250526,16:41:48,-1.6,
20250526,16:41:49,-1.7,
20250526,16:41:49,-1.5,
20250526,16:41:49,-1.1,
20250526,16:41:50,-0.9,
20250526,16:41:50,-0.4,
20250526,16:41:50,-0.1,
20250526,16:41:50,0,
20250526,16:41:51,0.3,
20250526,16:41:51,0.4,
20250526,16:41:51,0.5,
20250526,16:41:51,0.7,
20250526,16:41:52,0.8,
20250526,16:41:52,0.8,
20250526,16:41:52,0.9,
20250526,16:41:53,1,
20250526,16:41:53,1.3,
20250526,16:41:53,1.4,
20250526,16:41:53,1.5,
20250526,16:41:54,2.5,
20250526,16:41:54,3.5,
20250526,16:41:54,2.3,
20250526,16:41:54,0.6,
20250526,16:41:55,0.8,
20250526,16:41:55,1.1,
20250526,16:41:55,1.3,
20250526,16:41:56,1.5,
20250526,16:41:56,1.7,
20250526,16:41:56,1.7,
20250526,16:41:56,2,
20250526,16:41:57,2.2,
20250526,16:41:57,2.4,
20250526,16:41:57,2.8,
20250526,16:41:58,3.6,
20250526,16:41:58,3.6,
20250526,16:41:58,2.5,
20250526,16:41:58,2.5,
20250526,16:41:59,2.3,
20250526,16:41:59,2.2,
20250526,16:41:59,2.4,
20250526,16:41:59,2.5,
20250526,16:42:00,2.5,
20250526,16:42:00,2.8,
20250526,16:42:00,2.9,
20250526,16:42:01,3.4,
20250526,16:42:01,4.1,
20250526,16:42:01,4.6,
20250526,16:42:01,4.9,
20250526,16:42:02,5.1,
20250526,16:42:02,5.4,
20250526,16:42:02,5.6,
20250526,16:42:02,5.8,
20250526,16:42:03,6,
20250526,16:42:03,6.2,
20250526,16:42:03,6.3,
20250526,16:42:04,6.6,
20250526,16:42:04,6.8,
20250526,16:42:04,7.1,
20250526,16:42:04,7.3,
20250526,16:42:05,7.4,
20250526,16:42:05,7.7,
20250526,16:42:05,7.8,
20250526,16:42:05,8.1,
20250526,16:42:06,8.1,
20250526,16:42:06,8.4,
20250526,16:42:06,8.5,
20250526,16:42:07,8.5,
20250526,16:42:07,8.6,
20250526,16:42:07,8.8,
20250526,16:42:07,9,
20250526,16:42:08,9.1,
20250526,16:42:08,7.7,
20250526,16:42:08,7.7,
20250526,16:42:09,7.9,
20250526,16:42:09,8.3,
20250526,16:42:09,8.1,
20250526,16:42:09,3.3,
20250526,16:42:10,0.6,
20250526,16:42:10,0.6,
20250526,16:42:10,0.7,
20250526,16:42:10,0.8,
20250526,16:42:11,0.8,
20250526,16:42:11,1.2,
20250526,16:42:11,1.1,
20250526,16:42:12,1.2,
20250526,16:42:12,1.5,
20250526,16:42:12,1.7,
20250526,16:42:12,1.7,
20250526,16:42:13,1.9,
20250526,16:42:13,2.2,
20250526,16:42:13,2.4,
20250526,16:42:13,2.5,
20250526,16:42:14,2.7,
20250526,16:42:14,2.7,
20250526,16:42:14,3,
20250526,16:42:15,3.1,
20250526,16:42:15,3.5,
20250526,16:42:15,3.7,
20250526,16:42:15,4.3,
20250526,16:42:16,4.5,
20250526,16:42:16,4.8,
20250526,16:42:16,5.1,
20250526,16:42:16,5.3,
20250526,16:42:17,5.5,
20250526,16:42:17,5.6,
20250526,16:42:17,5.7,
20250526,16:42:18,5.9,
20250526,16:42:18,6,
20250526,16:42:18,6.1,
20250526,16:42:18,6.2,
20250526,16:42:19,6.4,
20250526,16:42:19,6.5,
20250526,16:42:19,6.7,
20250526,16:42:19,7,
20250526,16:42:20,7.7,
20250526,16:42:20,7.7,
20250526,16:42:20,7.8,
20250526,16:42:21,8.2,
20250526,16:42:21,8.5,
20250526,16:42:21,8.5,
20250526,16:42:21,8.7,
20250526,16:42:22,8.8,
20250526,16:42:22,8.9,
20250526,16:42:22,9.2,
20250526,16:42:22,9.4,
20250526,16:42:23,9.4,
20250526,16:42:23,9.5,
20250526,16:42:23,9.7,
20250526,16:42:24,9.8,
20250526,16:42:24,10,
20250526,16:42:24,10.1,
20250526,16:42:24,10.2,
20250526,16:42:25,10.3,
20250526,16:42:25,10.4,
20250526,16:42:25,10.5,
20250526,16:42:26,10.7,
20250526,16:42:26,10.9,
20250526,16:42:26,11.1,
20250526,16:42:26,11.2,
20250526,16:42:27,11.3,
20250526,16:42:27,11.5,
20250526,16:42:27,11.7,
20250526,16:42:27,11.9,
20250526,16:42:28,12.1,
20250526,16:42:28,12.3,
20250526,16:42:28,12.5,
20250526,16:42:29,12.7,
20250526,16:42:29,12.8,
20250526,16:42:29,13,
20250526,16:42:29,13.1,
20250526,16:42:30,13.3,
20250526,16:42:30,13.4,
20250526,16:42:30,13.6,
20250526,16:42:30,13.7,
20250526,16:42:31,13.9,
20250526,16:42:31,14.2,
20250526,16:42:31,14.1,
20250526,16:42:32,14.4,
20250526,16:42:32,14.5,
20250526,16:42:32,14.6,
20250526,16:42:32,14.8,
20250526,16:42:33,15,
20250526,16:42:33,15.1,
20250526,16:42:33,15.3,
20250526,16:42:34,15.4,
20250526,16:42:34,15.5,
20250526,16:42:34,15.7,
20250526,16:42:34,15.9,
20250526,16:42:35,16,
20250526,16:42:35,16.1,
20250526,16:42:35,16.2,
20250526,16:42:35,16.3,
20250526,16:42:36,16.5,
20250526,16:42:36,16.7,
20250526,16:42:36,16.8,
20250526,16:42:37,17,
20250526,16:42:37,17.1,
20250526,16:42:37,17.2,
20250526,16:42:37,17.4,
20250526,16:42:38,17.6,
20250526,16:42:38,17.7,
