静息,正,中,负,
20250414,16:32:18,-18.7,,
20250414,16:32:19,-16.2,,
20250414,16:32:19,-14.5,,
20250414,16:32:19,-13.7,,
20250414,16:32:19,-13.7,,
20250414,16:32:20,-14.2,,
20250414,16:32:20,-15.2,,
20250414,16:32:20,-15.9,,
20250414,16:32:21,-16.3,,
20250414,16:32:21,-16.6,,
20250414,16:32:21,-16.8,,
20250414,16:32:21,-16.8,,
20250414,16:32:22,-17.1,,
20250414,16:32:22,-17.1,,
20250414,16:32:22,-17.1,,
20250414,16:32:22,-17.1,,
20250414,16:32:23,-16.9,,
20250414,16:32:23,-16.8,,
20250414,16:32:23,-16.6,,
20250414,16:32:24,-16.3,,
20250414,16:32:24,-16.3,,
20250414,16:32:24,-16.2,,
20250414,16:32:24,-16.2,,
20250414,16:32:25,-16,,
20250414,16:32:25,-15.8,,
20250414,16:32:25,-15.6,,
20250414,16:32:26,-15.4,,
20250414,16:32:26,-15.3,,
20250414,16:32:26,-15.3,,
20250414,16:32:26,-15.1,,
20250414,16:32:27,-15,,
20250414,16:32:27,-14.9,,
20250414,16:32:27,-14.6,,
20250414,16:32:27,-14.6,,
20250414,16:32:28,-14.5,,
20250414,16:32:28,-14.4,,
20250414,16:32:28,-13.8,,
20250414,16:32:29,-13.5,,
20250414,16:32:29,-13.3,,
20250414,16:32:29,-13.9,,
20250414,16:32:29,-14.9,,
20250414,16:32:30,-15,,
20250414,16:32:30,-14.5,,
20250414,16:32:30,-14.1,,
20250414,16:32:30,-13.4,,
20250414,16:32:31,-12.8,,
20250414,16:32:31,-12.4,,
20250414,16:32:31,-11.6,,
20250414,16:32:32,-11.1,,
20250414,16:32:32,-10.6,,
20250414,16:32:32,-10.3,,
20250414,16:32:32,-10.6,,
20250414,16:32:33,-12.3,,
20250414,16:32:33,-14.4,,
20250414,16:32:33,-15.8,,
20250414,16:32:34,-16.2,,
20250414,16:32:34,-16.2,,
20250414,16:32:34,-16,,
20250414,16:32:34,-15.9,,
20250414,16:32:35,-17.8,,
20250414,16:32:35,-19.7,,
20250414,16:32:35,-19.7,,
20250414,16:32:35,-18.1,,
20250414,16:32:36,-16.5,,
20250414,16:32:36,-14.5,,
20250414,16:32:36,-11,,
20250414,16:32:37,-7.7,,
20250414,16:32:37,-7.7,,
20250414,16:32:37,-8.5,,
20250414,16:32:37,-8.7,,
20250414,16:32:38,-9,,
20250414,16:32:38,-9.4,,
20250414,16:32:38,-9.9,,
20250414,16:32:39,-10.6,,
20250414,16:32:39,-10.9,,
20250414,16:32:39,-10.7,,
20250414,16:32:39,-10.4,,
20250414,16:32:40,-10.2,,
20250414,16:32:40,-9.9,,
20250414,16:32:40,-9.7,,
20250414,16:32:40,-9.5,,
20250414,16:32:41,-9.6,,
20250414,16:32:41,-9.8,,
20250414,16:32:41,-10,,
20250414,16:32:42,-10.4,,
20250414,16:32:42,-10.9,,
20250414,16:32:42,-10.9,,
20250414,16:32:42,-10.8,,
20250414,16:32:43,-10.3,,
20250414,16:32:43,-9.6,,
20250414,16:32:43,-8.5,,
20250414,16:32:43,-7.3,,
20250414,16:32:44,-7,,
20250414,16:32:44,-7.7,,
20250414,16:32:44,-8.4,,
20250414,16:32:45,-8.7,,
20250414,16:32:45,-8.7,,
20250414,16:32:45,-8.6,,
20250414,16:32:45,-8.3,,
20250414,16:32:46,-7.8,,
20250414,16:32:46,-7.5,,
20250414,16:32:46,-7.1,,
20250414,16:32:47,-6.8,,
20250414,16:32:47,-6.7,,
20250414,16:32:47,-6.5,,
20250414,16:32:47,-6.2,,
20250414,16:32:48,-6.1,,
20250414,16:32:48,-6,,
20250414,16:32:48,-5.7,,
20250414,16:32:48,-5.6,,
20250414,16:32:49,-5.4,,
20250414,16:32:49,-5.2,,
20250414,16:32:49,-5.2,,
20250414,16:32:50,-5.3,,
20250414,16:32:50,-5.4,,
20250414,16:32:50,-5.8,,
20250414,16:32:50,-6,,
20250414,16:32:51,-6,,
20250414,16:32:51,-5.9,,
20250414,16:32:51,-5.7,,
20250414,16:32:51,-5.4,,
20250414,16:32:52,-5.2,,
20250414,16:32:52,-4.8,,
20250414,16:32:52,-4.5,,
20250414,16:32:53,-4.3,,
20250414,16:32:53,-4.1,,
20250414,16:32:53,-3.8,,
20250414,16:32:53,-3.7,,
20250414,16:32:54,-3.6,,
20250414,16:32:54,-4.3,,
20250414,16:32:54,-5.8,,
20250414,16:32:55,-6.9,,
20250414,16:32:55,-7.8,,
20250414,16:32:55,-8.2,,
20250414,16:32:55,-8.4,,
20250414,16:32:56,-9.6,,
20250414,16:32:56,-12.3,,
20250414,16:32:56,-14.2,,
20250414,16:32:56,-14.6,,
20250414,16:32:57,-14,,
20250414,16:32:57,-13.6,,
20250414,16:32:57,-13.1,,
20250414,16:32:58,-12.8,,
20250414,16:32:58,-12.4,,
20250414,16:32:58,-12.2,,
20250414,16:32:58,-11.8,,
20250414,16:32:59,-11.5,,
20250414,16:32:59,-11.2,,
20250414,16:32:59,-10.8,,
20250414,16:32:59,-10.5,,
20250414,16:33:00,-10.3,,
20250414,16:33:00,-9.9,,
20250414,16:33:00,-9.7,,
20250414,16:33:01,-9.5,,
20250414,16:33:01,-9.3,,
20250414,16:33:01,-9,,
20250414,16:33:01,-8.8,,
20250414,16:33:02,-8.6,,
20250414,16:33:02,-8,,
20250414,16:33:02,-7.9,,
20250414,16:33:03,-7.7,,
20250414,16:33:03,-7.3,,
20250414,16:33:03,-7.1,,
20250414,16:33:03,-6.8,,
20250414,16:33:04,-6.8,,
20250414,16:33:04,-8.6,,
20250414,16:33:04,-13,,
20250414,16:33:04,-16.6,,
20250414,16:33:05,-18.2,,
20250414,16:33:05,-18,,
20250414,16:33:05,-17,,
20250414,16:33:06,-16.1,,
20250414,16:33:06,-15.4,,
20250414,16:33:06,-14.8,,
20250414,16:33:06,-14.5,,
20250414,16:33:07,-14,,
20250414,16:33:07,-13.7,,
20250414,16:33:07,-13.5,,
20250414,16:33:07,-13,,
20250414,16:33:08,-12.6,,
20250414,16:33:08,-12.2,,
20250414,16:33:08,-11.9,,
20250414,16:33:09,-11.4,,
20250414,16:33:09,-11.1,,
20250414,16:33:09,-10.7,,
20250414,16:33:09,-10.3,,
20250414,16:33:10,-10.3,,
20250414,16:33:10,-9.9,,
20250414,16:33:10,-9.7,,
20250414,16:33:11,-9.5,,
20250414,16:33:11,-9.3,,
20250414,16:33:11,-9.2,,
20250414,16:33:11,-8.9,,
20250414,16:33:12,-9.2,,
20250414,16:33:12,-11.3,,
20250414,16:33:12,-14.7,,
20250414,16:33:12,-17.1,,
20250414,16:33:13,-17.9,,
20250414,16:33:13,-18.2,,
20250414,16:33:13,-17.8,,
20250414,16:33:14,-17.1,,
20250414,16:33:14,-16.5,,
20250414,16:33:14,-15.9,,
20250414,16:33:14,-15.2,,
20250414,16:33:15,-14.6,,
20250414,16:33:15,-14.1,,
20250414,16:33:15,-13.6,,
20250414,16:33:16,-13.2,,
20250414,16:33:16,-13.2,,
20250414,16:33:16,-12.9,,
20250414,16:33:16,-12.7,,
20250414,16:33:17,-12.4,,
20250414,16:33:17,-12,,
20250414,16:33:17,-11.7,,
20250414,16:33:17,-11.4,,
20250414,16:33:18,-11,,
20250414,16:33:18,-10.7,,
20250414,16:33:18,-10.5,,
20250414,16:33:19,-10.2,,
20250414,16:33:19,-9.8,,
20250414,16:33:19,-9.5,,
20250414,16:33:19,-9.4,,
20250414,16:33:20,-9.3,,
20250414,16:33:20,-9,,
20250414,16:33:20,-8.7,,
20250414,16:33:20,-8.6,,
20250414,16:33:21,-8.5,,
20250414,16:33:21,-8.2,,
20250414,16:33:21,-8,,
20250414,16:33:22,-7.7,,
20250414,16:33:22,-7.7,,
20250414,16:33:22,-7.5,,
20250414,16:33:22,-7.2,,
20250414,16:33:23,-7.1,,
20250414,16:33:23,-6.8,,
20250414,16:33:23,-6.7,,
20250414,16:33:24,-6.6,,
20250414,16:33:24,-6.4,,
20250414,16:33:24,-6.2,,
20250414,16:33:24,-6,,
20250414,16:33:25,-6,,
20250414,16:33:25,-5.8,,
20250414,16:33:25,-5.6,,
20250414,16:33:25,-5.5,,
20250414,16:33:26,-5.3,,
20250414,16:33:26,-5.2,,
20250414,16:33:26,-5.1,,
20250414,16:33:27,-4.9,,
20250414,16:33:27,-5,,
20250414,16:33:27,-4.8,,
20250414,16:33:27,-4.7,,
20250414,16:33:28,-4.7,,
20250414,16:33:28,-4.5,,
20250414,16:33:28,-4.5,,
20250414,16:33:28,-4.5,,
20250414,16:33:29,-4.3,,
20250414,16:33:29,-4.2,,
20250414,16:33:29,-4.3,,
20250414,16:33:30,-4.3,,
20250414,16:33:30,-4.3,,
20250414,16:33:30,-4.3,,
20250414,16:33:30,-4.2,,
20250414,16:33:31,-4.2,,
20250414,16:33:31,-4.1,,
20250414,16:33:31,-4,,
20250414,16:33:31,-4,,
20250414,16:33:32,-3.9,,
20250414,16:33:32,-3.8,,
20250414,16:33:32,-3.8,,
20250414,16:33:33,-3.8,,
20250414,16:33:33,-3.6,,
20250414,16:33:33,-3.6,,
20250414,16:33:33,-3.5,,
20250414,16:33:34,-3.4,,
20250414,16:33:34,-3.4,,
20250414,16:33:34,-3.4,,
20250414,16:33:35,-3.3,,
20250414,16:33:35,-3.2,,
20250414,16:33:35,-3.1,,
20250414,16:33:35,-3,,
20250414,16:33:36,-3,,
20250414,16:33:36,-3,,
20250414,16:33:36,-2.9,,
20250414,16:33:36,-2.8,,
20250414,16:33:37,-2.8,,
20250414,16:33:37,-2.7,,
20250414,16:33:37,-2.8,,
20250414,16:33:38,-2.7,,
20250414,16:33:38,-2.7,,
20250414,16:33:38,-2.7,,
20250414,16:33:38,-2.6,,
20250414,16:33:39,-2.7,,
20250414,16:33:39,-2.6,,
20250414,16:33:39,-2.6,,
20250414,16:33:39,-2.6,,
20250414,16:33:40,-2.5,,
20250414,16:33:40,-2.5,,
20250414,16:33:40,-2.4,,
20250414,16:33:41,-2.4,,
20250414,16:33:41,-2.4,,
20250414,16:33:41,-2.4,,
20250414,16:33:41,-2.4,,
20250414,16:33:42,-2.5,,
20250414,16:33:42,-2.4,,
20250414,16:33:42,-2.5,,
20250414,16:33:43,-2.4,,
20250414,16:33:43,-2.3,,
20250414,16:33:43,-2.4,,
20250414,16:33:43,-2.7,,
20250414,16:33:44,-3,,
20250414,16:33:44,-3.4,,
20250414,16:33:44,-3.7,,
20250414,16:33:44,-3.9,,
20250414,16:33:45,-4,,
20250414,16:33:45,-3.9,,
20250414,16:33:45,-3.9,,
20250414,16:33:46,-3.8,,
20250414,16:33:46,-3.7,,
20250414,16:33:46,-3.7,,
20250414,16:33:46,-3.6,,
20250414,16:33:47,-3.5,,
20250414,16:33:47,-3.4,,
20250414,16:33:47,-3.4,,
20250414,16:33:47,-3.4,,
20250414,16:33:48,-3.3,,
20250414,16:33:48,-3.2,,
20250414,16:33:48,-3.2,,
20250414,16:33:49,-3.1,,
20250414,16:33:49,-3,,
20250414,16:33:49,-2.9,,
20250414,16:33:49,-2.9,,
20250414,16:33:50,-2.8,,
20250414,16:33:50,-2.7,,
20250414,16:33:50,-2.7,,
20250414,16:33:51,-2.6,,
20250414,16:33:51,-2.6,,
20250414,16:33:51,-2.6,,
20250414,16:33:51,-2.6,,
20250414,16:33:52,-2.5,,
20250414,16:33:52,-2.5,,
20250414,16:33:52,-2.3,,
20250414,16:33:52,-2.4,,
20250414,16:33:53,-2.5,,
20250414,16:33:53,-2.6,,
20250414,16:33:53,-2.9,,
20250414,16:33:54,-3.1,,
20250414,16:33:54,-3.3,,
20250414,16:33:54,-4,,
20250414,16:33:54,-5.1,,
20250414,16:33:55,-6.1,,
20250414,16:33:55,-7.1,,
20250414,16:33:55,-7.7,,
20250414,16:33:55,-8.3,,
20250414,16:33:56,-8.6,,
20250414,16:33:56,-8.5,,
20250414,16:33:56,-8.6,,
20250414,16:33:57,-8.5,,
20250414,16:33:57,-8.3,,
20250414,16:33:57,-8,,
20250414,16:33:57,-7.9,,
20250414,16:33:58,-7.7,,
20250414,16:33:58,-7.6,,
20250414,16:33:58,-7.6,,
20250414,16:33:59,-7.5,,
20250414,16:33:59,-7.5,,
20250414,16:33:59,-7.5,,
20250414,16:33:59,-7.6,,
20250414,16:34:00,-7.6,,
20250414,16:34:00,-7.5,,
20250414,16:34:00,-7.5,,
20250414,16:34:00,-7.5,,
20250414,16:34:01,-7.6,,
20250414,16:34:01,-7.6,,
20250414,16:34:01,-7.6,,
20250414,16:34:02,-7.6,,
20250414,16:34:02,-7.6,,
20250414,16:34:02,-7.7,,
20250414,16:34:02,-7.7,,
20250414,16:34:03,-7.7,,
20250414,16:34:03,-7.8,,
20250414,16:34:03,-7.6,,
20250414,16:34:03,-7.6,,
20250414,16:34:04,-7.4,,
20250414,16:34:04,-7.3,,
20250414,16:34:04,-7,,
20250414,16:34:05,-7,,
20250414,16:34:05,-6.9,,
20250414,16:34:05,-6.8,,
20250414,16:34:05,-6.8,,
20250414,16:34:06,-6.6,,
20250414,16:34:06,-6.5,,
20250414,16:34:06,-6.4,,
20250414,16:34:07,-6.3,,
20250414,16:34:07,-6.1,,
20250414,16:34:07,-6,,
20250414,16:34:07,-5.9,,
20250414,16:34:08,-5.9,,
20250414,16:34:08,-5.9,,
20250414,16:34:08,-5.7,,
20250414,16:34:08,-5.6,,
20250414,16:34:09,-5.4,,
20250414,16:34:09,-5.4,,
20250414,16:34:09,-5.3,,
20250414,16:34:10,-5.5,,
20250414,16:34:10,-5.6,,
20250414,16:34:10,-5.9,,
20250414,16:34:10,-6.2,,
20250414,16:34:11,-6.5,,
20250414,16:34:11,-6.6,,
20250414,16:34:11,-6.6,,
20250414,16:34:11,-6.6,,
20250414,16:34:12,-6.6,,
20250414,16:34:12,-6.5,,
20250414,16:34:12,-6.3,,
20250414,16:34:13,-6.3,,
20250414,16:34:13,-6.2,,
20250414,16:34:13,-6,,
20250414,16:34:13,-6,,
20250414,16:34:14,-5.7,,
20250414,16:34:14,-5.5,,
20250414,16:34:14,-5.5,,
20250414,16:34:14,-5.4,,
20250414,16:34:15,-5.3,,
20250414,16:34:15,-5.1,,
20250414,16:34:15,-5.2,,
20250414,16:34:16,-5.2,,
20250414,16:34:16,-5.1,,
20250414,16:34:16,-5.1,,
20250414,16:34:16,-5.4,,
20250414,16:34:17,-6.8,,
20250414,16:34:17,-9.4,,
20250414,16:34:17,-12.7,,
20250414,16:34:18,-15.2,,
20250414,16:34:18,-16.6,,
20250414,16:34:18,-17.2,,
20250414,16:34:18,-17.5,,
20250414,16:34:19,-17.6,,
20250414,16:34:19,-17.3,,
20250414,16:34:19,-17.1,,
20250414,16:34:19,-16.8,,
20250414,16:34:20,-16.6,,
20250414,16:34:20,-16.6,,
20250414,16:34:20,-17,,
20250414,16:34:21,-17.7,,
20250414,16:34:21,-18.2,,
20250414,16:34:21,-18.4,,
20250414,16:34:21,-18.4,,
20250414,16:34:22,-18.8,,
20250414,16:34:22,-19.1,,
20250414,16:34:22,-19.8,,
20250414,16:34:23,-20.7,,
20250414,16:34:23,-21.4,,
20250414,16:34:23,-21.7,,
20250414,16:34:23,-21.6,,
20250414,16:34:24,-21.4,,
20250414,16:34:24,-21.1,,
20250414,16:34:24,-21.4,,
20250414,16:34:24,-21.9,,
20250414,16:34:25,-22.3,,
20250414,16:34:25,-22.9,,
20250414,16:34:25,-23.1,,
20250414,16:34:26,-23.2,,
20250414,16:34:26,-23.6,,
20250414,16:34:26,-23.9,,
20250414,16:34:26,-24.4,,
20250414,16:34:27,-24.3,,
20250414,16:34:27,-23.8,,
20250414,16:34:27,-23.2,,
20250414,16:34:27,-23,,
20250414,16:34:28,-23.4,,
20250414,16:34:28,-24,,
20250414,16:34:28,-24.9,,
20250414,16:34:29,-25.7,,
20250414,16:34:29,-25.2,,
20250414,16:34:29,-23.4,,
20250414,16:34:29,-21.4,,
20250414,16:34:30,-20.2,,
20250414,16:34:30,-19.5,,
20250414,16:34:30,-18.8,,
20250414,16:34:31,-19.4,,
20250414,16:34:31,-20.1,,
20250414,16:34:31,-20.4,,
20250414,16:34:31,-21.3,,
20250414,16:34:32,-22.2,,
20250414,16:34:32,-23.1,,
20250414,16:34:32,-24.4,,
20250414,16:34:32,-24.9,,
20250414,16:34:33,-23.6,,
20250414,16:34:33,-21.7,,
20250414,16:34:33,-19.8,,
20250414,16:34:34,-18.2,,
20250414,16:34:34,-17,,
20250414,16:34:34,-16.4,,
20250414,16:34:34,-16.3,,
20250414,16:34:35,-16.5,,
20250414,16:34:35,-17.2,,
20250414,16:34:35,-17.9,,
20250414,16:34:36,-19,,
20250414,16:34:36,-20.3,,
20250414,16:34:36,-22,,
20250414,16:34:36,-22.4,,
20250414,16:34:37,-23.1,,
20250414,16:34:37,-23.7,,
20250414,16:34:37,-24.5,,
20250414,16:34:37,-24.8,,
20250414,16:34:38,-24.8,,
20250414,16:34:38,-24.5,,
20250414,16:34:38,-24,,
20250414,16:34:39,-23.7,,
20250414,16:34:39,-23.5,,
20250414,16:34:39,-22.8,,
20250414,16:34:39,-22.3,,
20250414,16:34:40,-22.1,,
20250414,16:34:40,-22,,
20250414,16:34:40,-22.3,,
20250414,16:34:41,-23.3,,
20250414,16:34:41,-24.4,,
20250414,16:34:41,-24.3,,
20250414,16:34:41,-22.4,,
20250414,16:34:42,-20.3,,
20250414,16:34:42,-18.8,,
20250414,16:34:42,-18.2,,
20250414,16:34:42,-18.3,,
20250414,16:34:43,-18.8,,
20250414,16:34:43,-19.3,,
20250414,16:34:43,-20.1,,
20250414,16:34:44,-21,,
20250414,16:34:44,-21.6,,
20250414,16:34:44,-22,,
20250414,16:34:44,-22.5,,
20250414,16:34:45,-22.9,,
20250414,16:34:45,-23.1,,
20250414,16:34:45,-23.5,,
20250414,16:34:45,-23.9,,
20250414,16:34:46,-23.9,,
20250414,16:34:46,-24,,
20250414,16:34:46,-24.3,,
20250414,16:34:47,-24.3,,
20250414,16:34:47,-24.7,,
20250414,16:34:47,-24.7,,
20250414,16:34:47,-24.8,,
20250414,16:34:48,-24.9,,
20250414,16:34:48,-25.1,,
20250414,16:34:48,-25.2,,
20250414,16:34:49,-25.4,,
20250414,16:34:49,-25.6,,
20250414,16:34:49,-25.6,,
20250414,16:34:49,-25.8,,
20250414,16:34:50,-25.8,,
20250414,16:34:50,-25.9,,
20250414,16:34:50,-26,,
20250414,16:34:50,-26.4,,
20250414,16:34:51,-26.5,,
20250414,16:34:51,-26.6,,
20250414,16:34:51,-26.5,,
20250414,16:34:52,-26.7,,
20250414,16:34:52,-26.5,,
20250414,16:34:52,-26.7,,
20250414,16:34:52,-26.9,,
20250414,16:34:53,-27.1,,
20250414,16:34:53,-27.2,,
20250414,16:34:53,-27.4,,
20250414,16:34:54,-27.6,,
20250414,16:34:54,-27.5,,
20250414,16:34:54,-27.6,,
20250414,16:34:54,-27.3,,
20250414,16:34:55,-27.5,,
20250414,16:34:55,-27.4,,
20250414,16:34:55,-27.5,,
20250414,16:34:55,-27.6,,
20250414,16:34:56,-27.7,,
20250414,16:34:56,-28.5,,
20250414,16:34:56,-29.1,,
20250414,16:34:57,-29.1,,
20250414,16:34:57,-29.1,,
20250414,16:34:57,-29.1,,
20250414,16:34:57,-28.9,,
20250414,16:34:58,-28.8,,
20250414,16:34:58,-28.5,,
20250414,16:34:58,-28.5,,
20250414,16:34:58,-28.3,,
20250414,16:34:59,-28.2,,
20250414,16:34:59,-28.1,,
20250414,16:34:59,-28.2,,
20250414,16:35:00,-28.2,,
20250414,16:35:00,-27.9,,
20250414,16:35:00,-28.1,,
20250414,16:35:00,-28,,
20250414,16:35:01,-27.9,,
20250414,16:35:01,-27.7,,
20250414,16:35:01,-27.6,,
20250414,16:35:02,-27.5,,
20250414,16:35:02,-27.6,,
20250414,16:35:02,-27.3,,
20250414,16:35:02,-27.2,,
20250414,16:35:03,-27.3,,
20250414,16:35:03,-27.1,,
20250414,16:35:03,-27,,
20250414,16:35:03,-26.9,,
20250414,16:35:04,-26.8,,
20250414,16:35:04,-26.7,,
20250414,16:35:04,-26.8,,
20250414,16:35:05,-26.5,,
20250414,16:35:05,-26.5,,
20250414,16:35:05,-26.3,,
20250414,16:35:05,-26.1,,
20250414,16:35:06,-25.9,,
20250414,16:35:06,-25.8,,
20250414,16:35:06,-25.6,,
20250414,16:35:07,-25.6,,
20250414,16:35:07,-25.5,,
20250414,16:35:07,-25.3,,
20250414,16:35:07,-25.2,,
20250414,16:35:08,-25.1,,
20250414,16:35:08,-24.9,,
20250414,16:35:08,-24.8,,
20250414,16:35:08,-24.7,,
20250414,16:35:09,-24.6,,
20250414,16:35:09,-24.4,,
20250414,16:35:09,-24.3,,
20250414,16:35:10,-24.2,,
20250414,16:35:10,-24,,
20250414,16:35:10,-23.9,,
20250414,16:35:10,-23.8,,
20250414,16:35:11,-23.7,,
20250414,16:35:11,-23.6,,
20250414,16:35:11,-23.4,,
20250414,16:35:12,-23.3,,
20250414,16:35:12,-23.2,,
20250414,16:35:12,-23.1,,
20250414,16:35:12,-22.8,,
20250414,16:35:13,-22.9,,
20250414,16:35:13,-22.8,,
20250414,16:35:13,-22.6,,
